user_id,course_id,completed,completed_date
u_0090,c_001,True,2026-01-18
u_0090,c_012,True,2025-08-02
u_0091,c_003,True,2025-08-29
u_0091,c_015,True,2025-05-16
u_0092,c_012,True,2025-11-21
u_0092,c_001,True,2026-03-02
u_0092,c_007,True,2025-09-10
u_0092,c_014,True,2025-08-20
u_0092,c_009,True,2025-05-25
u_0093,c_007,True,2025-07-19
u_0093,c_014,False,2025-12-24
u_0093,c_003,False,2025-09-27
u_0093,c_015,True,2025-04-06
u_0094,c_003,True,2025-05-15
u_0094,c_004,True,2025-11-02
u_0094,c_005,False,2025-06-13
u_0095,c_013,True,2025-05-27
u_0097,c_004,True,2025-08-18
u_0097,c_012,True,2025-05-28
u_0097,c_002,False,2025-07-08
u_0097,c_007,True,2025-06-29
u_0098,c_006,True,2026-03-19
u_0098,c_008,True,2025-08-05
u_0098,c_007,False,2025-08-26
u_0098,c_001,True,2026-02-12
u_0099,c_008,True,2025-12-16
u_0099,c_006,False,2025-11-10
u_0099,c_014,True,2025-05-13
u_0100,c_012,True,2025-08-23
u_0100,c_003,False,2025-07-20
u_0100,c_001,True,2025-09-03
u_0101,c_003,True,2025-11-04
u_0101,c_004,True,2025-07-08
u_0101,c_005,False,2025-10-15
u_0102,c_013,False,2025-10-05
u_0102,c_001,False,2025-07-23
u_0102,c_003,True,2026-04-23
u_0102,c_006,True,2025-10-30
u_0102,c_005,False,2026-01-14
u_0103,c_004,True,2026-02-27
u_0103,c_009,True,2025-03-31
u_0103,c_007,False,2025-09-19
u_0103,c_012,True,2025-12-11
u_0103,c_005,True,2026-02-13
u_0104,c_002,True,2025-09-10
u_0104,c_007,False,2026-02-01
u_0104,c_012,True,2025-04-15
u_0104,c_005,False,2025-07-20
u_0105,c_007,True,2025-09-02
u_0106,c_004,True,2025-08-18
u_0106,c_008,True,2025-11-19
u_0106,c_009,True,2025-10-18
u_0106,c_013,False,2025-10-08
u_0107,c_005,False,2025-10-14
u_0107,c_007,True,2025-10-22
u_0107,c_008,False,2025-05-03
u_0107,c_003,True,2026-03-02
u_0108,c_014,False,2026-04-16
u_0109,c_008,False,2025-06-23
u_0109,c_015,False,2025-05-25
u_0110,c_012,False,2025-10-13
u_0110,c_008,True,2025-08-25
u_0110,c_011,True,2025-10-02
u_0111,c_015,True,2026-03-26
u_0111,c_001,True,2025-11-12
u_0112,c_004,True,2026-02-23
u_0112,c_015,True,2026-03-05
u_0112,c_001,True,2025-04-10
u_0112,c_007,True,2025-11-26
u_0113,c_003,False,2025-07-01
u_0114,c_011,True,2025-05-10
u_0115,c_009,False,2025-11-05
u_0115,c_011,True,2025-07-19
u_0116,c_007,True,2026-01-17
u_0116,c_008,True,2025-07-12
u_0117,c_010,False,2026-04-21
u_0117,c_014,True,2025-10-20
u_0118,c_014,True,2026-01-16
u_0118,c_011,True,2025-06-09
u_0118,c_015,True,2026-03-20
u_0119,c_014,False,2025-11-01
u_0120,c_011,False,2025-11-11
u_0121,c_003,True,2026-04-24
u_0121,c_014,True,2026-01-19
u_0121,c_001,False,2025-04-06
u_0121,c_002,True,2025-07-06
u_0122,c_002,False,2025-12-29
u_0122,c_011,True,2025-12-06
u_0123,c_006,True,2025-11-19
u_0123,c_013,False,2025-04-02
u_0123,c_004,False,2025-11-01
u_0123,c_014,True,2026-02-05
u_0123,c_008,True,2025-06-25
u_0124,c_004,False,2025-12-29
u_0124,c_012,False,2026-03-05
u_0124,c_014,True,2025-05-13
u_0125,c_011,False,2026-03-19
u_0125,c_015,True,2025-05-26
u_0126,c_007,True,2025-04-12
u_0127,c_006,False,2025-11-09
u_0127,c_014,True,2025-03-31
u_0128,c_003,False,2025-08-02
u_0128,c_005,True,2026-03-22
u_0128,c_004,True,2026-03-20
u_0128,c_009,False,2026-04-13
u_0128,c_012,True,2025-11-23
u_0128,c_014,False,2025-12-30
u_0129,c_014,False,2025-05-27
u_0129,c_001,True,2026-02-23
u_0129,c_007,False,2026-01-20
u_0129,c_011,True,2025-05-21
u_0129,c_013,True,2026-02-26
u_0129,c_005,True,2026-01-21
u_0129,c_004,False,2026-03-01
u_0130,c_004,True,2025-11-28
u_0130,c_008,True,2026-01-30
u_0130,c_013,True,2025-10-27
u_0130,c_001,False,2025-08-29
u_0132,c_015,True,2025-11-17
u_0133,c_003,True,2026-02-26
u_0133,c_010,True,2025-08-30
u_0133,c_007,False,2025-09-13
u_0133,c_009,True,2026-03-03
u_0134,c_009,False,2025-08-18
u_0134,c_011,True,2025-05-07
u_0134,c_010,True,2025-12-31
u_0134,c_006,True,2025-11-01
u_0134,c_013,False,2026-03-15
u_0134,c_003,True,2026-04-02
u_0134,c_008,False,2025-10-13
u_0135,c_007,True,2026-01-09
u_0135,c_003,True,2025-12-26
u_0136,c_002,True,2025-04-28
u_0137,c_011,True,2026-01-28
u_0137,c_005,True,2026-02-15
u_0137,c_014,False,2025-07-02
u_0137,c_013,False,2025-08-06
u_0137,c_004,True,2025-12-22
u_0138,c_003,True,2026-03-03
u_0138,c_001,False,2025-06-11
u_0138,c_012,True,2025-06-21
u_0138,c_013,False,2025-10-07
u_0139,c_010,True,2025-10-02
u_0139,c_002,True,2025-04-03
u_0139,c_003,True,2026-01-06
u_0139,c_004,True,2026-01-15
u_0140,c_010,True,2026-02-25
u_0141,c_004,True,2025-09-08
u_0142,c_006,True,2025-08-07
u_0142,c_004,False,2026-04-19
u_0142,c_012,True,2026-03-23
u_0143,c_011,False,2025-08-16
u_0143,c_001,False,2026-01-03
u_0143,c_004,True,2025-05-29
u_0143,c_007,True,2026-04-01
u_0144,c_009,True,2025-06-15
u_0144,c_006,True,2025-06-03
u_0144,c_005,True,2025-11-04
u_0144,c_012,True,2025-10-11
u_0144,c_007,True,2025-11-22
u_0145,c_002,True,2026-01-21
u_0145,c_003,True,2026-01-14
u_0146,c_001,True,2026-02-02
u_0146,c_005,False,2025-10-14
u_0147,c_010,True,2025-10-12
u_0147,c_003,True,2025-10-19
u_0148,c_007,False,2026-01-31
u_0148,c_003,False,2025-06-17
u_0148,c_004,False,2026-04-11
u_0148,c_006,False,2026-04-09
u_0148,c_015,False,2025-08-03
u_0148,c_010,True,2025-09-10
u_0149,c_009,True,2026-02-05
u_0149,c_008,True,2025-10-06
u_0149,c_012,True,2025-04-05
u_0149,c_014,True,2025-05-31
u_0151,c_002,False,2025-12-25
u_0151,c_006,False,2025-07-05
u_0151,c_004,False,2025-05-12
u_0152,c_001,True,2025-08-25
u_0152,c_015,True,2025-04-24
u_0153,c_014,True,2026-04-13
u_0153,c_010,False,2026-03-03
u_0153,c_012,True,2025-04-16
u_0153,c_013,True,2026-04-08
u_0153,c_002,False,2025-05-05
u_0156,c_010,True,2026-02-22
u_0156,c_015,True,2026-03-08
u_0156,c_009,True,2025-08-29
u_0158,c_003,True,2025-09-18
u_0159,c_007,True,2026-02-04
u_0160,c_007,False,2025-04-16
u_0160,c_003,False,2025-10-05
u_0160,c_010,True,2025-12-28
u_0162,c_015,False,2025-10-25
u_0162,c_001,True,2025-05-20
u_0162,c_008,False,2025-11-05
u_0163,c_013,False,2026-04-09
u_0163,c_015,False,2025-08-25
u_0165,c_003,True,2025-05-06
u_0165,c_006,False,2025-07-07
u_0166,c_001,True,2026-02-21
u_0166,c_015,True,2025-05-06
u_0166,c_008,True,2025-09-25
u_0166,c_013,True,2025-07-23
u_0166,c_012,True,2025-05-13
u_0167,c_012,False,2026-04-15
u_0167,c_006,False,2026-01-29
u_0168,c_009,True,2025-07-15
u_0168,c_008,True,2025-04-19
u_0169,c_014,True,2025-08-23
u_0169,c_005,False,2026-02-04
u_0169,c_015,True,2025-08-15
u_0170,c_012,True,2025-09-07
u_0170,c_009,True,2025-04-01
u_0170,c_007,False,2025-11-25
u_0170,c_003,True,2025-09-10
u_0172,c_012,True,2025-12-30
u_0172,c_004,False,2025-09-23
u_0172,c_011,True,2025-08-14
u_0173,c_001,True,2025-12-15
u_0173,c_010,True,2025-09-22
u_0173,c_002,True,2026-01-02
u_0173,c_009,False,2025-05-09
u_0174,c_005,True,2026-03-07
u_0174,c_015,True,2025-08-04
u_0174,c_012,False,2026-03-06
u_0174,c_010,True,2025-10-19
u_0175,c_001,True,2025-04-05
u_0175,c_005,False,2025-09-05
u_0175,c_015,True,2025-09-05
u_0175,c_010,True,2025-12-31
u_0176,c_015,False,2026-01-03
u_0177,c_001,True,2026-01-25
u_0177,c_011,True,2025-10-17
u_0178,c_006,False,2025-10-20
u_0178,c_014,False,2025-08-19
u_0178,c_009,False,2026-03-20
u_0179,c_009,True,2025-10-16
u_0179,c_001,True,2025-06-18
u_0180,c_005,True,2026-04-03
u_0180,c_012,True,2025-09-21
u_0180,c_007,False,2025-10-29
u_0180,c_014,True,2025-07-10
u_0180,c_010,True,2025-07-05
u_0180,c_004,False,2025-11-24
u_0181,c_015,True,2026-04-24
u_0181,c_009,True,2025-12-04
u_0182,c_003,False,2026-04-04
u_0182,c_001,False,2026-02-15
u_0182,c_011,True,2025-07-21
u_0182,c_012,True,2025-05-16
u_0182,c_002,True,2026-03-13
u_0182,c_010,True,2025-10-15
u_0182,c_013,True,2025-05-20
u_0183,c_009,True,2025-10-20
u_0183,c_006,True,2025-07-03
u_0183,c_015,False,2025-05-30
u_0183,c_001,True,2026-01-28
u_0183,c_014,False,2025-10-22
u_0184,c_011,True,2025-09-06
u_0184,c_003,True,2026-01-31
u_0184,c_014,True,2026-03-12
u_0185,c_006,True,2026-04-05
u_0185,c_012,False,2025-04-28
u_0185,c_005,False,2026-03-12
u_0185,c_013,False,2025-06-08
u_0186,c_013,True,2025-10-15
u_0186,c_002,False,2025-05-06
u_0187,c_005,True,2025-06-30
u_0187,c_007,True,2025-09-13
u_0187,c_013,False,2026-04-22
u_0187,c_008,False,2025-10-08
u_0187,c_014,True,2025-10-02
u_0187,c_011,True,2025-04-05
u_0187,c_003,True,2026-04-17
u_0188,c_001,True,2025-10-07
u_0189,c_015,True,2025-12-19
u_0190,c_007,True,2025-07-30
u_0190,c_004,True,2025-04-03
u_0190,c_001,True,2025-04-21
u_0190,c_015,True,2026-04-08
u_0191,c_014,True,2025-04-04
u_0191,c_001,True,2026-01-24
u_0191,c_010,True,2026-01-27
u_0191,c_009,True,2025-06-22
u_0191,c_013,True,2026-04-13
u_0193,c_006,True,2026-03-17
u_0195,c_010,True,2025-04-20
u_0195,c_011,True,2026-02-12
u_0195,c_003,False,2025-12-28
u_0196,c_006,True,2025-08-28
u_0197,c_011,True,2025-09-09
u_0197,c_010,True,2026-04-16
u_0197,c_003,False,2026-02-02
u_0198,c_009,True,2026-02-15
u_0198,c_002,False,2025-05-30
u_0198,c_014,False,2026-01-04
u_0198,c_015,False,2025-10-15
u_0199,c_005,True,2025-10-23
u_0199,c_014,True,2025-06-23
u_0199,c_015,False,2026-03-16
u_0199,c_006,True,2025-06-14
u_0200,c_001,True,2025-10-25
u_0200,c_006,True,2025-10-31
u_0200,c_012,True,2025-09-04
u_0200,c_007,False,2025-11-01
u_0200,c_013,True,2025-11-14
u_0200,c_015,True,2025-08-28
