user_id,skill_name,proficiency,verified,added_date
u_0020,React,1,True,2024-11-27
u_0020,CI/CD,2,True,2024-02-02
u_0020,Redis,1,True,2025-08-06
u_0020,Docker,1,False,2025-04-18
u_0021,Unit Testing,1,False,2024-05-26
u_0021,REST APIs,2,True,2025-07-27
u_0021,Kubernetes,1,True,2025-02-19
u_0021,React,2,True,2026-02-23
u_0022,PostgreSQL,3,True,2024-08-31
u_0022,Docker,3,True,2025-01-07
u_0022,Redis,4,True,2026-02-01
u_0022,SQL,2,False,2025-09-08
u_0022,React,3,False,2025-10-10
u_0022,TypeScript,4,True,2024-09-01
u_0022,CI/CD,3,False,2024-04-17
u_0022,Git,5,True,2024-02-07
u_0022,Unit Testing,3,True,2024-09-28
u_0022,GraphQL,3,False,2025-10-31
u_0023,Unit Testing,2,False,2026-03-13
u_0023,FastAPI,3,False,2025-10-17
u_0023,Docker,3,False,2025-01-22
u_0023,System Design,2,False,2024-11-20
u_0023,MongoDB,3,True,2024-10-30
u_0023,PostgreSQL,3,True,2024-05-30
u_0023,Microservices,3,True,2024-09-13
u_0024,TypeScript,4,False,2024-12-05
u_0024,Redis,4,False,2026-01-13
u_0024,Kubernetes,4,False,2026-02-21
u_0024,Node.js,5,True,2025-01-09
u_0024,React,3,True,2025-10-08
u_0024,PostgreSQL,3,False,2024-09-02
u_0024,SQL,1,False,2026-01-26
u_0024,Unit Testing,3,True,2026-02-21
u_0024,System Design,4,True,2026-03-20
u_0024,Docker,4,False,2025-02-09
u_0025,REST APIs,4,True,2026-02-13
u_0025,System Design,1,True,2025-09-02
u_0025,Unit Testing,2,True,2024-11-30
u_0025,Redis,2,False,2024-03-22
u_0025,HTML/CSS,2,True,2024-02-09
u_0025,Docker,3,False,2024-04-14
u_0025,Microservices,2,True,2024-02-17
u_0026,Git,2,True,2024-12-03
u_0026,REST APIs,2,True,2023-12-14
u_0026,CI/CD,2,False,2025-09-11
u_0026,Python,3,True,2026-02-03
u_0026,HTML/CSS,3,True,2025-10-28
u_0026,Redis,3,True,2026-01-01
u_0026,AWS,2,True,2024-02-05
u_0027,Python,2,True,2024-07-16
u_0027,GraphQL,2,True,2025-08-31
u_0027,AWS,3,False,2025-02-26
u_0027,FastAPI,4,True,2025-07-19
u_0027,HTML/CSS,3,False,2023-12-02
u_0027,React,2,False,2024-04-11
u_0027,Unit Testing,2,True,2025-01-28
u_0028,Python,2,False,2024-11-19
u_0028,CI/CD,3,True,2025-05-07
u_0028,Git,1,False,2025-06-05
u_0028,HTML/CSS,1,True,2024-12-19
u_0029,Microservices,4,True,2026-02-26
u_0029,React,4,False,2024-05-13
u_0029,Unit Testing,4,False,2025-03-20
u_0029,CI/CD,2,False,2024-05-20
u_0029,GraphQL,4,True,2023-12-23
u_0029,Redis,3,True,2024-06-09
u_0029,Python,4,True,2024-10-04
u_0029,SQL,4,True,2025-04-26
u_0029,Node.js,2,True,2024-08-01
u_0029,Kubernetes,4,True,2025-12-26
u_0029,TypeScript,3,True,2025-09-17
u_0029,REST APIs,3,True,2024-08-21
u_0029,PostgreSQL,4,True,2025-12-16
u_0030,REST APIs,3,True,2026-02-09
u_0030,Unit Testing,1,False,2025-01-23
u_0030,PostgreSQL,2,True,2025-01-29
u_0030,SQL,1,False,2024-09-11
u_0030,Microservices,2,True,2024-02-29
u_0030,CI/CD,4,True,2025-02-14
u_0030,Git,3,False,2025-11-19
u_0031,HTML/CSS,1,True,2025-08-06
u_0031,SQL,2,True,2024-08-23
u_0031,REST APIs,1,True,2024-01-31
u_0031,CI/CD,1,False,2025-08-29
u_0032,Unit Testing,1,True,2024-03-24
u_0032,CI/CD,2,True,2024-07-14
u_0032,Redis,3,True,2025-06-18
u_0032,SQL,2,True,2025-07-27
u_0032,Python,3,True,2024-11-30
u_0032,Docker,3,True,2026-01-05
u_0032,HTML/CSS,3,True,2024-12-27
u_0033,PostgreSQL,4,False,2024-03-15
u_0033,GraphQL,3,True,2024-06-22
u_0033,Git,4,False,2024-09-03
u_0033,TypeScript,2,True,2024-03-20
u_0033,Python,1,True,2024-01-30
u_0033,CI/CD,2,True,2024-02-13
u_0033,Docker,4,False,2026-03-30
u_0033,Kubernetes,5,False,2024-01-21
u_0033,Node.js,3,False,2025-05-24
u_0033,AWS,3,True,2025-11-13
u_0034,SQL,4,True,2024-11-19
u_0034,CI/CD,3,False,2024-03-27
u_0034,Redis,3,False,2024-02-12
u_0034,Git,4,False,2025-11-21
u_0034,TypeScript,4,True,2025-05-07
u_0034,Microservices,3,False,2024-01-30
u_0034,Unit Testing,4,True,2024-10-05
u_0034,Docker,3,False,2025-04-28
u_0034,REST APIs,3,True,2024-03-26
u_0034,Kubernetes,5,False,2025-07-09
u_0035,SQL,3,False,2024-07-03
u_0035,FastAPI,2,True,2026-03-31
u_0035,HTML/CSS,5,True,2024-07-29
u_0035,Redis,4,True,2024-03-23
u_0035,React,5,False,2024-09-21
u_0035,Kubernetes,3,False,2024-05-06
u_0035,Microservices,3,False,2025-07-02
u_0035,GraphQL,4,False,2025-07-27
u_0035,Docker,4,True,2026-03-27
u_0035,Node.js,4,True,2024-02-07
u_0035,CI/CD,3,True,2025-09-02
u_0035,System Design,4,True,2026-01-09
u_0035,MongoDB,3,False,2025-01-15
u_0036,MongoDB,3,True,2025-02-22
u_0036,Python,1,True,2025-10-21
u_0036,Microservices,3,True,2025-03-05
u_0036,System Design,3,True,2024-10-29
u_0036,Redis,2,False,2024-10-07
u_0036,Git,2,False,2024-11-03
u_0036,TypeScript,3,True,2025-04-26
u_0037,Kubernetes,3,True,2025-08-07
u_0037,TypeScript,2,True,2026-02-26
u_0037,PostgreSQL,5,True,2025-06-29
u_0037,Git,3,True,2025-04-09
u_0037,REST APIs,3,False,2025-03-08
u_0037,React,3,True,2024-02-16
u_0037,FastAPI,4,True,2025-04-16
u_0037,Redis,3,False,2024-11-11
u_0037,Node.js,4,True,2024-01-06
u_0037,Docker,3,False,2025-10-04
u_0037,Microservices,5,True,2024-09-03
u_0037,Python,2,True,2024-04-01
u_0037,HTML/CSS,3,True,2025-11-29
u_0038,CI/CD,2,True,2024-01-30
u_0038,Unit Testing,2,True,2025-04-15
u_0038,MongoDB,2,False,2025-10-12
u_0038,React,3,False,2024-03-16
u_0038,Node.js,3,True,2026-02-06
u_0038,Python,3,True,2025-06-09
u_0038,System Design,4,True,2025-07-24
u_0039,Redis,3,False,2025-02-25
u_0039,Unit Testing,5,True,2024-10-16
u_0039,MongoDB,5,False,2024-10-07
u_0039,React,5,False,2026-03-27
u_0039,Kubernetes,5,True,2025-07-15
u_0039,Python,3,False,2025-03-31
u_0039,Docker,5,False,2025-06-14
u_0039,CI/CD,3,True,2024-10-20
u_0039,SQL,5,False,2024-03-07
u_0039,Git,5,False,2025-10-20
u_0040,Python,1,False,2024-01-07
u_0040,Microservices,1,False,2025-11-23
u_0040,GraphQL,1,False,2026-01-17
u_0040,Git,2,False,2024-07-21
u_0041,React,2,True,2024-04-19
u_0041,Node.js,2,False,2026-01-17
u_0041,TypeScript,3,False,2025-03-12
u_0041,AWS,3,True,2025-11-07
u_0041,Python,2,True,2025-04-30
u_0041,Git,3,False,2025-03-19
u_0041,SQL,3,False,2024-12-05
u_0042,PostgreSQL,1,False,2025-10-13
u_0042,SQL,1,False,2026-02-15
u_0042,REST APIs,1,True,2024-07-25
u_0042,MongoDB,1,True,2025-06-09
u_0043,System Design,2,False,2026-02-07
u_0043,Git,3,False,2024-08-22
u_0043,MongoDB,2,False,2024-12-08
u_0043,Kubernetes,4,True,2026-03-03
u_0043,AWS,2,True,2024-09-08
u_0043,CI/CD,4,True,2024-09-05
u_0043,REST APIs,3,True,2025-09-17
u_0044,GraphQL,2,False,2024-08-20
u_0044,Microservices,3,False,2024-07-18
u_0044,AWS,3,True,2024-01-06
u_0044,Kubernetes,2,False,2024-07-11
u_0044,MongoDB,2,True,2024-02-26
u_0044,REST APIs,1,True,2025-10-13
u_0044,Node.js,3,True,2023-11-21
u_0045,Kubernetes,1,True,2024-10-09
u_0045,SQL,2,True,2025-09-07
u_0045,HTML/CSS,3,False,2025-06-25
u_0045,Microservices,2,True,2025-05-16
u_0046,React,2,True,2026-01-30
u_0046,SQL,1,True,2024-05-24
u_0046,HTML/CSS,3,True,2023-12-24
u_0046,Node.js,1,True,2024-09-16
u_0047,Node.js,1,True,2025-04-15
u_0047,TypeScript,2,True,2024-08-21
u_0047,PostgreSQL,3,True,2025-12-03
u_0047,System Design,3,True,2025-09-09
u_0047,REST APIs,2,False,2024-10-26
u_0047,Kubernetes,3,True,2025-06-19
u_0047,GraphQL,2,False,2025-08-31
u_0048,Unit Testing,2,True,2024-05-23
u_0048,HTML/CSS,3,True,2023-11-22
u_0048,Redis,2,True,2024-12-12
u_0048,PostgreSQL,3,True,2024-09-20
u_0048,Docker,4,False,2025-11-25
u_0048,AWS,2,True,2025-10-25
u_0048,Kubernetes,2,True,2024-01-18
u_0049,TypeScript,1,False,2026-01-12
u_0049,REST APIs,2,True,2025-10-22
u_0049,System Design,3,True,2024-11-26
u_0049,SQL,3,False,2024-06-29
u_0050,Git,1,True,2025-01-14
u_0050,FastAPI,2,False,2025-05-31
u_0050,Microservices,3,False,2026-03-10
u_0050,Node.js,1,True,2026-01-04
u_0051,Git,4,False,2024-04-17
u_0051,Docker,3,True,2024-10-16
u_0051,Redis,4,False,2024-06-13
u_0051,REST APIs,3,False,2025-07-05
u_0051,CI/CD,2,True,2026-02-21
u_0051,React,4,True,2025-02-22
u_0051,System Design,4,False,2024-01-14
u_0051,Kubernetes,4,False,2025-03-03
u_0051,Python,3,True,2024-12-25
u_0051,GraphQL,3,True,2026-03-01
u_0052,Python,3,True,2026-01-08
u_0052,AWS,4,False,2025-12-01
u_0052,Docker,3,True,2025-02-17
u_0052,React,3,True,2024-12-04
u_0052,HTML/CSS,5,False,2024-03-31
u_0052,SQL,4,False,2024-11-06
u_0052,CI/CD,5,True,2025-05-10
u_0052,Redis,5,True,2025-11-30
u_0052,GraphQL,5,True,2024-09-16
u_0052,MongoDB,3,True,2025-10-05
u_0052,Unit Testing,3,True,2026-03-08
u_0052,Git,3,True,2024-07-26
u_0052,PostgreSQL,3,True,2025-11-27
u_0053,TypeScript,3,True,2025-07-16
u_0053,React,4,False,2024-01-04
u_0053,HTML/CSS,3,True,2025-12-13
u_0053,Python,3,False,2024-06-25
u_0053,Git,3,True,2024-04-07
u_0053,MongoDB,2,False,2025-06-27
u_0053,Node.js,2,True,2025-06-29
u_0054,MongoDB,3,True,2025-06-08
u_0054,PostgreSQL,3,False,2025-12-07
u_0054,Git,3,True,2025-06-07
u_0054,System Design,2,True,2024-01-03
u_0054,FastAPI,4,False,2024-12-10
u_0054,Node.js,2,False,2024-10-07
u_0054,GraphQL,2,True,2024-12-05
u_0055,SQL,2,False,2024-04-11
u_0055,Kubernetes,3,False,2025-01-11
u_0055,Microservices,1,True,2025-06-08
u_0055,Git,2,True,2024-06-11
u_0055,Redis,2,True,2025-09-08
u_0055,FastAPI,3,True,2024-02-18
u_0055,HTML/CSS,3,False,2025-11-26
u_0056,AWS,1,True,2024-05-26
u_0056,React,1,False,2025-11-26
u_0056,GraphQL,1,True,2024-10-21
u_0056,Unit Testing,1,True,2023-12-01
u_0057,AWS,4,True,2024-12-09
u_0057,MongoDB,3,True,2025-05-15
u_0057,TypeScript,3,True,2025-04-24
u_0057,Microservices,3,True,2025-03-07
u_0057,Git,5,True,2026-01-03
u_0057,CI/CD,5,True,2024-06-11
u_0057,System Design,3,False,2024-06-29
u_0057,REST APIs,4,False,2024-04-13
u_0057,Kubernetes,5,False,2025-07-01
u_0057,Node.js,4,False,2025-01-16
u_0058,System Design,3,False,2025-10-17
u_0058,FastAPI,2,True,2024-08-05
u_0058,AWS,3,False,2025-09-03
u_0058,PostgreSQL,2,False,2025-04-01
u_0058,Git,1,True,2024-05-07
u_0058,Kubernetes,3,True,2025-11-22
u_0058,MongoDB,2,False,2025-09-03
u_0059,React,3,True,2024-01-24
u_0059,Redis,3,False,2025-02-24
u_0059,MongoDB,3,True,2024-01-16
u_0059,Docker,3,False,2025-03-24
u_0059,Kubernetes,3,False,2025-03-29
u_0059,Unit Testing,4,True,2023-11-28
u_0059,Python,4,True,2025-05-11
u_0059,AWS,3,True,2023-12-03
u_0059,Node.js,3,False,2026-02-25
u_0059,PostgreSQL,3,True,2024-03-04
u_0060,TypeScript,2,True,2026-02-27
u_0060,Redis,2,True,2024-12-02
u_0060,FastAPI,4,True,2025-02-28
u_0060,Git,1,True,2024-09-18
u_0060,AWS,2,False,2026-03-12
u_0060,System Design,3,False,2026-01-01
u_0060,GraphQL,2,True,2024-02-19
u_0061,Unit Testing,2,True,2025-09-06
u_0061,MongoDB,2,True,2025-06-17
u_0061,Node.js,5,False,2023-12-29
u_0061,Microservices,2,True,2024-06-19
u_0061,React,3,False,2025-03-16
u_0061,PostgreSQL,2,True,2024-01-02
u_0061,Python,4,True,2025-05-25
u_0062,Node.js,3,False,2024-07-19
u_0062,React,2,False,2025-05-22
u_0062,SQL,3,True,2024-12-13
u_0062,PostgreSQL,4,False,2025-11-26
u_0062,Python,3,True,2025-04-11
u_0062,TypeScript,3,True,2025-02-05
u_0062,System Design,3,True,2026-03-23
u_0062,Docker,4,False,2025-07-17
u_0062,CI/CD,4,True,2026-01-16
u_0062,AWS,3,True,2025-04-01
u_0062,MongoDB,5,True,2024-11-14
u_0062,FastAPI,3,True,2025-10-12
u_0062,Unit Testing,3,False,2025-09-22
u_0063,Unit Testing,1,True,2024-12-09
u_0063,Docker,1,False,2026-01-26
u_0063,System Design,1,True,2024-11-19
u_0063,Git,1,True,2024-02-17
u_0064,Python,3,False,2025-06-06
u_0064,System Design,3,False,2025-01-06
u_0064,REST APIs,3,False,2024-02-19
u_0064,CI/CD,3,False,2025-07-20
u_0064,GraphQL,3,True,2024-09-09
u_0064,React,1,True,2024-12-17
u_0064,Docker,3,False,2024-07-21
u_0065,Node.js,1,True,2024-04-06
u_0065,Redis,1,True,2024-01-19
u_0065,SQL,2,True,2025-02-03
u_0065,Unit Testing,1,True,2024-11-19
u_0066,GraphQL,4,True,2024-10-23
u_0066,Git,2,False,2025-07-16
u_0066,Microservices,4,True,2024-09-18
u_0066,AWS,3,True,2025-03-20
u_0066,REST APIs,5,True,2024-05-15
u_0066,React,5,True,2025-12-07
u_0066,Docker,3,False,2025-08-25
u_0066,FastAPI,2,True,2024-10-14
u_0066,Python,4,True,2024-08-29
u_0066,Redis,4,True,2025-06-15
u_0066,SQL,3,True,2025-07-14
u_0066,PostgreSQL,4,False,2023-12-13
u_0066,System Design,3,False,2025-03-02
u_0067,AWS,2,True,2025-10-05
u_0067,REST APIs,1,True,2024-04-06
u_0067,System Design,1,False,2024-04-21
u_0067,Docker,1,False,2025-01-22
u_0068,Unit Testing,4,True,2025-05-25
u_0068,Docker,2,True,2026-02-02
u_0068,REST APIs,4,False,2025-07-16
u_0068,Microservices,2,False,2024-02-11
u_0068,MongoDB,3,False,2024-11-13
u_0068,GraphQL,3,True,2025-09-08
u_0068,Kubernetes,2,False,2025-10-09
u_0069,Unit Testing,3,True,2024-12-20
u_0069,PostgreSQL,2,False,2025-04-11
u_0069,HTML/CSS,4,True,2024-11-03
u_0069,TypeScript,4,True,2025-01-14
u_0069,Python,3,True,2024-03-13
u_0069,React,4,True,2024-09-30
u_0069,FastAPI,2,True,2025-02-24
u_0069,Redis,4,True,2025-03-17
u_0069,GraphQL,3,True,2025-02-06
u_0069,CI/CD,3,True,2024-09-18
u_0069,Node.js,3,True,2026-02-22
u_0069,MongoDB,3,True,2025-09-09
u_0069,Git,3,True,2025-10-09
u_0070,SQL,1,True,2025-03-03
u_0070,Git,1,True,2026-02-09
u_0070,Redis,1,False,2025-09-19
u_0070,MongoDB,2,True,2024-12-25
u_0071,Python,1,True,2024-08-27
u_0071,AWS,2,False,2026-02-21
u_0071,REST APIs,2,False,2024-05-25
u_0071,HTML/CSS,1,True,2024-10-14
u_0072,AWS,2,True,2025-07-09
u_0072,REST APIs,3,True,2024-11-06
u_0072,TypeScript,2,True,2026-02-26
u_0072,GraphQL,3,False,2025-11-07
u_0072,Microservices,3,False,2024-02-10
u_0072,Redis,1,False,2024-04-01
u_0072,PostgreSQL,2,True,2024-05-21
u_0073,CI/CD,4,False,2024-05-04
u_0073,FastAPI,3,True,2026-03-27
u_0073,Redis,4,True,2025-08-11
u_0073,Unit Testing,4,True,2025-03-26
u_0073,HTML/CSS,4,True,2024-06-02
u_0073,System Design,4,False,2025-09-14
u_0073,Docker,2,True,2025-01-07
u_0073,REST APIs,3,True,2025-03-30
u_0073,AWS,3,True,2024-02-08
u_0073,MongoDB,2,True,2024-09-10
u_0073,Microservices,3,True,2024-08-23
u_0073,Git,4,True,2025-06-17
u_0073,Kubernetes,4,False,2026-01-15
u_0074,Microservices,1,False,2026-03-08
u_0074,Kubernetes,1,True,2025-05-24
u_0074,Redis,2,False,2025-02-09
u_0074,TypeScript,1,False,2024-06-26
u_0075,HTML/CSS,2,True,2024-11-06
u_0075,TypeScript,1,True,2025-02-07
u_0075,Git,2,True,2024-06-17
u_0075,System Design,1,False,2025-07-10
u_0076,CI/CD,2,True,2025-06-21
u_0076,HTML/CSS,1,True,2025-05-14
u_0076,SQL,1,True,2025-11-05
u_0076,FastAPI,2,True,2024-09-07
u_0077,Node.js,4,True,2024-07-28
u_0077,GraphQL,3,True,2025-11-13
u_0077,Redis,3,False,2024-12-22
u_0077,TypeScript,4,True,2024-04-09
u_0077,FastAPI,3,True,2024-12-04
u_0077,Unit Testing,3,True,2024-02-01
u_0077,REST APIs,2,True,2025-01-01
u_0077,AWS,2,False,2025-12-22
u_0077,Python,3,True,2025-02-23
u_0077,Microservices,5,True,2024-10-16
u_0078,Node.js,1,True,2026-02-07
u_0078,Python,1,False,2024-12-27
u_0078,Docker,2,True,2025-04-05
u_0078,REST APIs,2,True,2024-10-11
u_0079,System Design,1,True,2025-10-14
u_0079,PostgreSQL,1,True,2024-01-02
u_0079,Kubernetes,3,True,2023-12-02
u_0079,FastAPI,2,True,2024-04-25
u_0080,REST APIs,5,True,2025-09-16
u_0080,MongoDB,2,True,2024-07-29
u_0080,Python,5,False,2024-05-03
u_0080,HTML/CSS,4,True,2024-12-25
u_0080,AWS,3,True,2025-01-28
u_0080,CI/CD,3,False,2024-02-17
u_0080,Docker,3,True,2024-02-03
u_0080,PostgreSQL,3,True,2025-07-15
u_0080,FastAPI,4,True,2023-11-24
u_0080,Redis,5,False,2024-11-01
u_0081,TypeScript,4,True,2024-04-04
u_0081,HTML/CSS,4,True,2026-01-16
u_0081,FastAPI,4,False,2025-10-09
u_0081,Microservices,2,True,2024-01-25
u_0081,Docker,3,False,2024-05-02
u_0081,MongoDB,3,True,2024-11-09
u_0081,AWS,3,True,2025-01-10
u_0081,React,2,False,2025-10-19
u_0081,CI/CD,3,True,2024-04-07
u_0081,Unit Testing,4,True,2025-07-11
u_0082,Unit Testing,2,False,2024-02-10
u_0082,CI/CD,1,True,2025-06-04
u_0082,HTML/CSS,1,True,2026-01-21
u_0082,PostgreSQL,1,False,2023-12-13
u_0083,System Design,2,False,2024-01-10
u_0083,AWS,2,True,2025-04-05
u_0083,Redis,1,False,2025-07-16
u_0083,Kubernetes,2,True,2025-05-09
u_0084,Python,3,True,2026-01-12
u_0084,CI/CD,3,True,2023-12-03
u_0084,PostgreSQL,3,True,2023-12-26
u_0084,FastAPI,3,True,2026-02-01
u_0084,Unit Testing,3,False,2025-04-12
u_0084,HTML/CSS,4,True,2025-01-22
u_0084,REST APIs,3,False,2025-05-19
u_0084,System Design,3,False,2024-04-20
u_0084,AWS,3,False,2024-06-11
u_0084,SQL,4,True,2025-05-18
u_0085,PostgreSQL,3,True,2024-03-13
u_0085,Unit Testing,3,True,2025-08-03
u_0085,Docker,2,False,2025-09-19
u_0085,System Design,2,False,2024-05-13
u_0085,HTML/CSS,3,False,2023-11-27
u_0085,CI/CD,3,True,2025-04-07
u_0085,Microservices,3,False,2024-08-07
u_0086,SQL,2,True,2026-02-19
u_0086,CI/CD,2,True,2025-11-14
u_0086,FastAPI,3,False,2025-08-19
u_0086,GraphQL,3,True,2024-01-11
u_0086,TypeScript,3,True,2025-06-18
u_0086,Unit Testing,3,True,2025-06-25
u_0086,Python,3,False,2025-11-25
u_0087,TypeScript,3,True,2024-12-12
u_0087,Git,3,True,2024-05-17
u_0087,Redis,4,False,2026-02-15
u_0087,Python,2,False,2025-12-13
u_0087,React,2,True,2025-01-15
u_0087,HTML/CSS,2,False,2024-10-08
u_0087,REST APIs,2,True,2024-03-17
u_0088,Redis,4,True,2024-11-27
u_0088,React,4,True,2025-12-12
u_0088,SQL,4,False,2024-07-21
u_0088,Git,2,True,2026-01-15
u_0088,Node.js,4,True,2025-12-05
u_0088,AWS,5,True,2024-04-18
u_0088,Microservices,3,True,2025-01-08
u_0088,MongoDB,4,False,2026-03-24
u_0088,FastAPI,4,False,2023-11-25
u_0088,CI/CD,4,False,2024-12-05
u_0088,Kubernetes,3,False,2025-11-29
u_0088,HTML/CSS,3,True,2025-01-18
u_0088,Unit Testing,4,True,2024-01-16
u_0089,FastAPI,1,True,2025-02-27
u_0089,GraphQL,2,False,2024-02-10
u_0089,Docker,2,False,2026-03-04
u_0089,React,2,True,2024-01-31
u_0089,Git,2,False,2024-03-28
u_0089,REST APIs,2,True,2024-09-09
u_0089,HTML/CSS,2,True,2025-11-02
u_0090,PostgreSQL,3,True,2026-01-22
u_0090,MongoDB,3,True,2024-05-02
u_0090,REST APIs,2,True,2025-03-07
u_0090,GraphQL,2,True,2026-01-12
u_0090,Git,3,True,2025-02-20
